ts,o,h,l,c,vol,volCcy,volCcyQuote,confirm
1718343900000,67113.6,67210.7,67081.1,67095.0,23.40852693,1571831.34808323,1571831.34808323,1
1718343720000,67000.7,67150.6,66984.3,67113.6,30.81549656,2067689.653489444,2067689.653489444,1
1718343540000,67115.2,67145.6,66984.4,67005.4,27.6283769,1852919.865091782,1852919.865091782,1
1718343360000,66943.8,67168.9,66936.2,67115.2,52.49388726,3521807.492078288,3521807.492078288,1
1718343180000,66914.2,66944.0,66890.0,66938.6,17.76007322,1188447.339886455,1188447.339886455,1
1718343000000,66834.0,66914.6,66816.1,66914.2,46.97086802,3141394.718430745,3141394.718430745,1
1718342820000,66835.0,66835.0,66820.6,66834.0,1.6802657,112298.083416625,112298.083416625,1
1718342640000,66815.0,66835.0,66810.9,66834.9,1.13107434,75580.613260577,75580.613260577,1
1718342460000,66778.7,66815.0,66778.7,66815.0,2.1313639,142355.56222414,142355.56222414,1
1718342280000,66784.1,66810.4,66776.0,66778.8,2.85133189,190451.24386032,190451.24386032,1
1718342100000,66761.1,66791.3,66761.1,66784.1,1.2066514,80584.534340577,80584.534340577,1
1718341920000,66800.1,66805.5,66761.1,66761.1,1.18774598,79316.821516423,79316.821516423,1
1718341740000,66786.5,66810.6,66786.5,66800.1,2.38483612,159301.851967984,159301.851967984,1
1718341560000,66792.9,66812.0,66774.4,66786.6,2.02216479,135064.500723572,135064.500723572,1
1718341380000,66711.3,66798.7,66711.3,66793.0,4.75375425,317381.718502483,317381.718502483,1
1718341200000,66714.3,66769.0,66710.3,66710.3,1.70639079,113880.142071081,113880.142071081,1
1718341020000,66730.0,66731.3,66711.0,66714.4,11.68442964,779555.578338259,779555.578338259,1
1718340840000,66728.9,66741.5,66728.1,66730.1,1.05592724,70463.03728957,70463.03728957,1
1718340660000,66749.8,66765.8,66728.1,66728.1,10.7358829,716622.609926325,716622.609926325,1
1718340480000,66732.3,66759.0,66719.5,66749.8,2.12169305,141599.102266842,141599.102266842,1
1718340300000,66726.9,66743.8,66710.0,66732.3,8.26153766,551202.519034098,551202.519034098,1
1718340120000,66730.8,66733.6,66710.8,66726.9,18.47256526,1232520.451402885,1232520.451402885,1
1718339940000,66737.4,66759.3,66729.2,66730.8,19.3870556,1293885.701137215,1293885.701137215,1
1718339760000,66767.5,66778.5,66730.8,66734.9,6.59888853,440499.057307107,440499.057307107,1
1718339580000,66782.5,66782.5,66739.1,66767.5,22.88966894,1528015.129895402,1528015.129895402,1
1718339400000,66829.4,66834.6,66780.0,66782.5,3.40634506,227552.385127988,227552.385127988,1
1718339220000,66792.6,66835.4,66792.5,66828.3,1.33899542,89472.4976662,89472.4976662,1
1718339040000,66767.4,66807.1,66765.2,66792.6,1.75663792,117306.314204695,117306.314204695,1
1718338860000,66741.7,66778.7,66733.4,66767.3,2.4989243,166834.569208807,166834.569208807,1
1718338680000,66786.4,66792.0,66741.8,66741.8,14.29784513,954677.706838705,954677.706838705,1
1718338500000,66797.4,66800.0,66780.1,66786.4,5.87485433,392393.131791276,392393.131791276,1
1718338320000,66788.6,66797.4,66777.0,66797.4,1.54313054,103056.285419373,103056.285419373,1
1718338140000,66777.5,66819.9,66777.5,66788.7,5.91321534,395011.95075537,395011.95075537,1
1718337960000,66802.8,66810.5,66777.4,66777.5,1.28282936,85694.398958861,85694.398958861,1
1718337780000,66790.6,66810.6,66772.9,66802.0,2.39251949,159802.015645733,159802.015645733,1
1718337600000,66748.0,66793.0,66747.9,66790.6,2.55380446,170518.948000508,170518.948000508,1
