ts,o,h,l,c,vol,volCcy,volCcyQuote,confirm
1718060400000,69495.7,69574.7,69399.9,69545.0,397.32052784,27612322.628067084,27612322.628067084,1
1718056800000,69579.0,69591.1,69415.3,69495.6,53.70526757,3731848.146231101,3731848.146231101,1
1718053200000,69620.6,69685.3,69526.6,69579.0,47.37440971,3296755.493148891,3296755.493148891,1
1718049600000,69496.3,69684.8,69333.0,69620.6,212.25768771,14750809.369601069,14750809.369601069,1
1718046000000,69850.8,69850.8,69384.6,69496.3,210.03790309,14618251.786505543,14618251.786505543,1
1718042400000,70032.0,70120.0,69725.4,69850.7,158.21540843,11066263.10517614,11066263.10517614,1
1718038800000,69973.8,70060.0,69755.0,70031.9,133.62403741,9340318.506523684,9340318.506523684,1
1718035200000,70058.6,70105.1,69720.1,69973.8,190.69348177,13330868.78725389,13330868.78725389,1
1718031600000,69671.0,70186.2,69606.0,70058.6,507.46465043,35499080.1402159,35499080.1402159,1
1718028000000,69414.8,69675.8,69296.5,69670.9,238.06141455,16553591.737300485,16553591.737300485,1
1718024400000,69366.7,69516.0,69216.7,69414.8,168.28508084,11672589.394604063,11672589.394604063,1
1718020800000,69472.1,69520.0,69326.4,69366.7,57.22389328,3973280.849264907,3973280.849264907,1
1718017200000,69436.3,69560.0,69333.0,69472.0,122.6448879,8517709.320999779,8517709.320999779,1
1718013600000,69448.2,69477.1,69351.5,69436.2,69.93477697,4853702.045792428,4853702.045792428,1
1718010000000,69392.9,69473.0,69156.1,69448.3,182.96838115,12689835.538590718,12689835.538590718,1
1718006400000,69292.6,69497.1,69279.8,69393.6,82.80434924,5749453.686183259,5749453.686183259,1
1718002800000,69428.8,69509.1,69203.5,69292.0,139.32016099,9662592.526641423,9662592.526641423,1
1717999200000,69564.8,69612.2,69331.1,69428.7,154.40553202,10727108.784897996,10727108.784897996,1
1717995600000,69672.5,69672.5,69526.6,69564.7,45.39856964,3159168.637935572,3159168.637935572,1
1717992000000,69613.8,69701.4,69507.8,69672.5,210.23700883,14636766.057207465,14636766.057207465,1
1717988400000,69708.2,69775.9,69572.9,69613.7,90.10727657,6279179.908005868,6279179.908005868,1
1717984800000,69619.7,69798.9,69600.0,69708.2,101.55470987,7080347.054015925,7080347.054015925,1
1717981200000,69563.9,69677.6,69512.0,69619.7,88.30002966,6145348.63068851,6145348.63068851,1
1717977600000,69641.8,69652.9,69413.8,69563.9,67.69014842,4704925.089003832,4704925.089003832,1
1717974000000,69636.3,69685.5,69593.5,69641.8,25.45374829,1772647.984521724,1772647.984521724,1
1717970400000,69744.3,69788.3,69617.9,69633.6,47.62534951,3319591.98422245,3319591.98422245,1
1717966800000,69684.9,69818.0,69605.9,69744.3,48.84577639,3405116.50937921,3405116.50937921,1
1717963200000,69707.3,69730.5,69591.5,69684.8,53.27084707,3710522.880916934,3710522.880916934,1
1717959600000,69740.9,69846.3,69645.0,69707.2,91.5396505,6385347.318809189,6385347.318809189,1
1717956000000,69657.0,69850.0,69604.4,69741.0,70.96807351,4950369.565539279,4950369.565539279,1
1717952400000,69615.0,69698.4,69563.4,69657.1,56.49491456,3933151.568927127,3933151.568927127,1
1717948800000,69508.6,69640.4,69493.8,69614.9,180.31754567,12548371.026499536,12548371.026499536,1
1717945200000,69489.0,69584.0,69425.1,69508.5,117.86435643,8195315.182229031,8195315.182229031,1
